DXYZ:0,DXYZ:1,DXYZ:2,velocity:0,velocity:1,velocity:2,dirBC,neuBC,Points:0,Points:1,Points:2
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.0000000000e+00,8.9999997616e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.8136673085e-03,-8.9995760324e-02,0.0000000000e+00,4.4721848537e-01,0.0000000000e+00,9.9587738514e-01,8.9999997616e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.9999997616e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-7.3087709573e-05,3.2537143877e-03,0.0000000000e+00,5.5278151463e-01,0.0000000000e+00,3.3353285398e-03,8.9999997616e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.8833729624e-05,6.1895524898e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.4579399079e-03,8.9999997616e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-4.0266229094e-04,9.1760878211e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.1673635803e-02,8.9999997616e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-5.7118258910e-04,1.2266806459e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6884420067e-02,8.9999997616e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.1713887939e-03,1.4693436322e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.2188816220e-02,8.9999997616e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.4984158305e-03,1.7653542638e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.8745280579e-02,8.9999997616e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.0678841721e-03,1.9394756505e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.5381678492e-02,8.9999997616e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.4619594053e-03,2.2006118492e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.3584551662e-02,8.9999997616e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.7989774420e-03,2.3166247965e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.1828593016e-02,8.9999997616e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.0524531944e-03,2.5265336266e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.2018588185e-02,8.9999997616e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.9510955969e-03,2.5846599548e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.2169736028e-02,8.9999997616e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.8814744235e-03,2.7256855748e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.4716998041e-02,8.9999997616e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.2745443782e-03,2.7191065436e-02,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.7081474960e-02,8.9999997616e-01,4.9999998882e-03
