DXYZ:0,DXYZ:1,DXYZ:2,velocity:0,velocity:1,velocity:2,dirBC,neuBC,Points:0,Points:1,Points:2
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.9466998393e-04,4.2935266827e-04,0.0000000000e+00,5.5278055721e-01,0.0000000000e+00,9.9666470289e-01,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.9618253118e-04,-3.8154329177e-04,0.0000000000e+00,4.4721944279e-01,0.0000000000e+00,4.1226041503e-03,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-5.0396479872e-04,-8.1732254816e-04,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.4579399079e-03,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-9.7315780481e-04,-1.0518824848e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2668714859e-02,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.2601469290e-03,-1.4110514406e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6884420067e-02,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.9920217534e-03,-1.3972617768e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.3440873250e-02,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.4009560813e-03,-1.5987994299e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.8745280579e-02,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.5165451878e-03,-1.2340244599e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6948140711e-02,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-4.1140249967e-03,-1.1953815695e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,4.3584551662e-02,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-5.7695596487e-03,-4.0984938671e-04,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.3774528205e-02,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-6.6567030435e-03,-7.6507666738e-05,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,6.2018588185e-02,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-9.0462832891e-03,1.1345896483e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.4565827847e-02,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.0371225449e-02,1.7649276804e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,8.4716998041e-02,1.0000000149e-01,4.9999998882e-03
