DXYZ:0,DXYZ:1,DXYZ:2,velocity:0,velocity:1,velocity:2,dirBC,neuBC,Points:0,Points:1,Points:2
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.0000000000e+00,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.1246608621e-04,2.7130670357e-03,0.0000000000e+00,5.5278055721e-01,0.0000000000e+00,9.9666470289e-01,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.1960402360e-04,-1.4021041138e-03,0.0000000000e+00,4.4721944279e-01,0.0000000000e+00,4.1226041503e-03,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.6783257081e-04,-2.3735143849e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,7.4579399079e-03,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.3562308364e-04,-3.4421331747e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.2668714859e-02,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.2392149301e-04,-4.2800533615e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.6884420067e-02,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-6.1390680136e-04,-4.7531251735e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.3440873250e-02,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-5.7443992748e-04,-5.2506715618e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.8745280579e-02,1.0000000149e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.0903881634e-03,-4.9178733441e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,3.6948140711e-02,1.0000000149e-01,4.9999998882e-03
