DXYZ:0,DXYZ:1,DXYZ:2,velocity:0,velocity:1,velocity:2,dirBC,neuBC,Points:0,Points:1,Points:2
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,5.0000000000e-01,0.0000000000e+00,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-6.0419127278e-03,-2.7101322236e-04,0.0000000000e+00,4.9999977426e-01,0.0000000000e+00,5.0000000000e-01,3.7289715838e-03,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,0.0000000000e+00,2.0000000000e+00,0.0000000000e+00,5.0000000000e-01,1.0000000000e+00,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,9.2197478523e-01,2.4132624105e-04,0.0000000000e+00,1.0000004515e+00,0.0000000000e+00,5.0000000000e-01,9.9627107382e-01,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.1657965192e-02,-4.2325290362e-04,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.0000000000e-01,7.4579399079e-03,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-1.8561383309e-02,-7.7403496199e-04,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.0000000000e-01,1.2171181850e-02,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-2.5144880337e-02,-8.5811537403e-04,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.0000000000e-01,1.6884420067e-02,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-3.2705983750e-02,-1.3420370925e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.0000000000e-01,2.2814853117e-02,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-4.0151005389e-02,-1.3316630972e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.0000000000e-01,2.8745280579e-02,4.9999998882e-03
0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,-4.7960638915e-02,-2.0369289156e-03,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,5.0000000000e-01,3.6164920777e-02,4.9999998882e-03
